DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,GADM Admin Units,Entry Date,Last Update
2004-0091-AUS,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,AUS,Australia,Australia and New Zealand,Oceania,"Mount Isa, Longreach, Rockhampton, Townsville, Barcoo, Diamantina, Paroo districts (Queensland province), Tamworth Regional, Moree Plains districts (New South Wales province)",Monsoonal rain,,No,No,No,,1232000,Km2,,,"Leichhardt, Gilliat, Flinders, Thomson, Cooper, Barcoo, Balonne, Weir, Bulloo, Nicholson, Gregory, Gilliat Channels, Barwon, Paroo, Peel, Mehi, Gwydir, Tully, Herbert, Barron",2004,1,14,2004,2,25,,,3400,,3400,,,,,32000,53144,60.21357973,"[{""adm2_code"":5047,""adm2_name"":""Moree Plains (A)""},{""adm2_code"":154638,""adm2_name"":""Tamworth Regional (A)""},{""adm2_code"":5136,""adm2_name"":""Barcoo (S)""},{""adm2_code"":5172,""adm2_name"":""Diamantina (S)""},{""adm2_code"":5216,""adm2_name"":""Mount Isa (C)""},{""adm2_code"":5225,""adm2_name"":""Paroo (S)""},{""adm2_code"":154678,""adm2_name"":""Longreach (R)""},{""adm2_code"":154688,""adm2_name"":""Rockhampton (R)""},{""adm2_code"":154698,""adm2_name"":""Townsville (C)""}]","[{""gid_2"":""AUS.5.123_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Tamworth Regional""},{""gid_2"":""AUS.5.91_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Moree Plains""},{""gid_2"":""AUS.7.22_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Diamantina""},{""gid_2"":""AUS.7.39_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Longreach""},{""gid_2"":""AUS.7.46_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Mount Isa""},{""gid_2"":""AUS.7.52_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Paroo""},{""gid_2"":""AUS.7.57_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Rockhampton""},{""gid_2"":""AUS.7.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Barcoo""},{""gid_2"":""AUS.7.67_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Townsville""}]",2004-07-13,2025-12-20
2005-0068-AUS,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,AUS,Australia,Australia and New Zealand,Oceania,"Narrabri, Jerilderie, Wagga Wagga, Griffith, Bega Valley, Eurobodalla, Shoalhaven, Campbelltown districts (New South Wales province)",,,No,No,No,,124,Kph,,,,2005,1,21,2005,1,21,,,600,,600,,,,,27000,43369,62.25647853,"[{""adm2_code"":4952,""adm2_name"":""Bega Valley (A)""},{""adm2_code"":4971,""adm2_name"":""Campbelltown (C)""},{""adm2_code"":4997,""adm2_name"":""Eurobodalla (A)""},{""adm2_code"":5010,""adm2_name"":""Griffith (C)""},{""adm2_code"":5026,""adm2_name"":""Jerilderie (A)""},{""adm2_code"":5056,""adm2_name"":""Narrabri (A)""},{""adm2_code"":5081,""adm2_name"":""Shoalhaven (C)""},{""adm2_code"":5099,""adm2_name"":""Wagga Wagga (C)""}]","[{""gid_2"":""AUS.5.117_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Shoalhaven""},{""gid_2"":""AUS.5.135_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Wagga Wagga""},{""gid_2"":""AUS.5.27_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Campbelltown""},{""gid_2"":""AUS.5.46_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Eurobodalla""},{""gid_2"":""AUS.5.57_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Griffith""},{""gid_2"":""AUS.5.70_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Jerilderie""},{""gid_2"":""AUS.5.97_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Narrabri""},{""gid_2"":""AUS.5.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Bega Valley""}]",2005-03-10,2025-12-20
2005-0697-AUS,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,AUS,Australia,Australia and New Zealand,Oceania,"Australian Capital Territory, Queensland, New South Wales, Victoria provinces",,,No,No,No,,,Kph,,,,2005,12,2,2005,12,2,1,,600,,600,,,,,15000,24094,62.25647853,"[{""adm1_code"":468,""adm1_name"":""Australian Capital Territory""},{""adm1_code"":470,""adm1_name"":""New South Wales""},{""adm1_code"":473,""adm1_name"":""Queensland""},{""adm1_code"":476,""adm1_name"":""Victoria""}]","[{""gid_1"":""AUS.10_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Victoria""},{""gid_1"":""AUS.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Australian Capital Territory""},{""gid_1"":""AUS.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""New South Wales""},{""gid_1"":""AUS.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Queensland""}]",2008-03-14,2025-12-20
2006-0043-AUS,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Clare,AUS,Australia,Australia and New Zealand,Oceania,"Wyndham-East Kimberley, Ashburton, East Pilbara, Port Hedland, Roebourne, Upper Gascoyne districts (Western Australia province)",,Flood,No,No,No,,,Kph,-23.26,116.94,,2006,1,9,2006,1,31,,,1500,,1500,,,,,2354,3663,64.26483222,"[{""adm2_code"":5435,""adm2_name"":""Ashburton (S)""},{""adm2_code"":5478,""adm2_name"":""East Pilbara (S)""},{""adm2_code"":5536,""adm2_name"":""Port Hedland (T)""},{""adm2_code"":5540,""adm2_name"":""Roebourne (S)""},{""adm2_code"":5553,""adm2_name"":""Upper Gascoyne (S)""},{""adm2_code"":5569,""adm2_name"":""Wyndham-East Kimberley (S)""}]","[{""gid_2"":""AUS.11.104_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Port Hedland""},{""gid_2"":""AUS.11.108_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Roebourne""},{""gid_2"":""AUS.11.121_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Upper Gascoyne""},{""gid_2"":""AUS.11.137_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Wyndham-East Kimberley""},{""gid_2"":""AUS.11.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Ashburton""},{""gid_2"":""AUS.11.46_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""East Pilbara""}]",2007-01-04,2025-12-20
2006-0179-AUS,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,AUS,Australia,Australia and New Zealand,Oceania,"Beswick village (Roper Gulf district, Northern Territory province), Katherine, Unincorporated NT districts, (Northern Territory province)",Monsoonal rain,,No,No,Yes,,39370,Km2,-14.18,132.39,"Katherine, Daly",2006,4,5,2006,4,10,,,1100,,1100,,,,,,,64.26483222,"[{""adm2_code"":154715,""adm2_name"":""Katherine (T)""},{""adm2_code"":154717,""adm2_name"":""Roper Gulf (S)""},{""adm2_code"":154722,""adm2_name"":""Unincorporated NT""}]","[{""gid_2"":""AUS.6.12_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Roper Gulf""},{""gid_2"":""AUS.6.14_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Unincorporated Norther Territori""},{""gid_2"":""AUS.6.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Katherine""}]",2007-01-04,2025-12-20
2006-0666-AUS,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,,AUS,Australia,Australia and New Zealand,Oceania,"Tasmania, Victoria, New South Wales provinces",,,No,No,No,,,Km2,,,,2006,12,,2006,12,,1,,,60,60,,,,,50000,77803,64.26483222,"[{""adm1_code"":470,""adm1_name"":""New South Wales""},{""adm1_code"":475,""adm1_name"":""Tasmania""},{""adm1_code"":476,""adm1_name"":""Victoria""}]","[{""gid_1"":""AUS.10_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Victoria""},{""gid_1"":""AUS.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""New South Wales""},{""gid_1"":""AUS.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Tasmania""}]",2007-01-08,2025-12-20
2007-0591-AUS,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2007-000078,George and Jacob,AUS,Australia,Australia and New Zealand,Oceania,"Darwin district (Northern Territory province), Ashburton, East Pilbara, Port Hedland, Roebourne districts (Western Australia province)",,Flood,No,No,No,,275,Kph,-13.67,131.92,,2007,3,2,2007,3,16,2,,730,90,820,,,,,100000,151290,66.09810297,"[{""adm2_code"":5122,""adm2_name"":""Darwin (C)""},{""adm2_code"":5435,""adm2_name"":""Ashburton (S)""},{""adm2_code"":5478,""adm2_name"":""East Pilbara (S)""},{""adm2_code"":5536,""adm2_name"":""Port Hedland (T)""},{""adm2_code"":5540,""adm2_name"":""Roebourne (S)""}]","[{""gid_2"":""AUS.11.104_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Port Hedland""},{""gid_2"":""AUS.11.108_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Roebourne""},{""gid_2"":""AUS.11.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Ashburton""},{""gid_2"":""AUS.11.46_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""East Pilbara""},{""gid_2"":""AUS.6.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Darwin""}]",2008-08-04,2025-12-20
2008-0017-AUS,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2008-000014,,AUS,Australia,Australia and New Zealand,Oceania,"Yamba area (Unincorporated NSW, New South Wales province), Proserpine, Airlie Beach, Bowen areas (Whitsunday district, Queensland province), Giru area (Burdekin district, Queensland province), Georgetown area (Etheridge district, Queensland province), Charleville area (Murweh district, Queensland province), Aramac, Muttaburra, Willow villages (Barcaldine district, Queensland province), Belyando, Clermont villages (Isaac district, Queensland province), Emerald, Sapphire villages (Central Highlands district, Queensland province), hargomindah village (Bulloo district, Queensland province), Mirani, Finch Hatton villages (Mackay district, Queensland province), Cunnamulla village (Paroo district, Queensland province), Townsville, Charters Towers, Longreach, Winton, Barcoo, Quilpie, Blackall Tambo districts (Queensland province)",Heavy rain,,No,No,No,,649500,Km2,-20.4,144.56,"Flindersn Don, Proserpine, Burdekin, Haughton, Dawson, Diamantina, Thomson, Lower Flinders, Norman, Einasleigh, Einsleigh, Warrego, Landsborough, Barcoo",2008,1,14,2008,2,1,,,3200,,3200,,,450000,655636,600000,874181,68.63567228,"[{""adm2_code"":5096,""adm2_name"":""Unincorporated NSW""},{""adm2_code"":5136,""adm2_name"":""Barcoo (S)""},{""adm2_code"":5149,""adm2_name"":""Bulloo (S)""},{""adm2_code"":5152,""adm2_name"":""Burdekin (S)""},{""adm2_code"":5179,""adm2_name"":""Etheridge (S)""},{""adm2_code"":5221,""adm2_name"":""Murweh (S)""},{""adm2_code"":5225,""adm2_name"":""Paroo (S)""},{""adm2_code"":5230,""adm2_name"":""Quilpie (S)""},{""adm2_code"":5253,""adm2_name"":""Winton (S)""},{""adm2_code"":154652,""adm2_name"":""Barcaldine (R)""},{""adm2_code"":154653,""adm2_name"":""Blackall Tambo (R)""},{""adm2_code"":154660,""adm2_name"":""Central Highlands (R)""},{""adm2_code"":154661,""adm2_name"":""Charters Towers (R)""},{""adm2_code"":154673,""adm2_name"":""Isaac (R)""},{""adm2_code"":154678,""adm2_name"":""Longreach (R)""},{""adm2_code"":154679,""adm2_name"":""Mackay (R)""},{""adm2_code"":154698,""adm2_name"":""Townsville (C)""},{""adm2_code"":154701,""adm2_name"":""Whitsunday (R)""}]","[{""gid_2"":""AUS.5.130_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Unincorporated New South Wales""},{""gid_2"":""AUS.7.11_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Burdekin""},{""gid_2"":""AUS.7.16_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Central Highlands""},{""gid_2"":""AUS.7.17_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Charters Towers""},{""gid_2"":""AUS.7.24_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Etheridge""},{""gid_2"":""AUS.7.34_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Isaac""},{""gid_2"":""AUS.7.39_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Longreach""},{""gid_2"":""AUS.7.40_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Mackay""},{""gid_2"":""AUS.7.47_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Murweh""},{""gid_2"":""AUS.7.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Barcaldine""},{""gid_2"":""AUS.7.52_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Paroo""},{""gid_2"":""AUS.7.54_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Quilpie""},{""gid_2"":""AUS.7.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Barcoo""},{""gid_2"":""AUS.7.67_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Townsville""},{""gid_2"":""AUS.7.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Blackall Tambo""},{""gid_2"":""AUS.7.70_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Whitsunday""},{""gid_2"":""AUS.7.71_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Winton""},{""gid_2"":""AUS.7.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Bulloo""}]",2009-03-02,2025-12-20
2008-0098-AUS,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,AUS,Australia,Australia and New Zealand,Oceania,"Gooseponds, Hospital Bridge, Glenella, the CBD areas (Mackay district, Queensland province), Calliope, Gladstone, Miriam Vale, Agnes Water, Seventeen Seventy towns (Gladstone district, Queensland province), Gogango, Rockhampton towns (Rockhampton district, Queensland province), Bundaberg city (Bundaberg district, Queensland province), Giru village (Burdekin district, Queensland province), Thuringowa area (Townsville district, Queensland province), Atherton, Tolga towns (Tablelands district, Queensland province), Edmonton area (Cairns district, Queensland province)",Heavy rains,,No,No,No,,44350,Km2,-22.46,149.54,"Poineer, Burdekin, Fitzroy",2008,2,13,2008,2,26,2,,1000,,1000,,,890000,1296702,1100000,1602665,68.63567228,"[{""adm2_code"":5152,""adm2_name"":""Burdekin (S)""},{""adm2_code"":154655,""adm2_name"":""Bundaberg (R)""},{""adm2_code"":154657,""adm2_name"":""Cairns (R)""},{""adm2_code"":154666,""adm2_name"":""Gladstone (R)""},{""adm2_code"":154679,""adm2_name"":""Mackay (R)""},{""adm2_code"":154688,""adm2_name"":""Rockhampton (R)""},{""adm2_code"":154694,""adm2_name"":""Tablelands (R)""},{""adm2_code"":154698,""adm2_name"":""Townsville (C)""}]","[{""gid_2"":""AUS.7.10_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Bundaberg""},{""gid_2"":""AUS.7.11_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Burdekin""},{""gid_2"":""AUS.7.13_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Cairns""},{""gid_2"":""AUS.7.27_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Gladstone""},{""gid_2"":""AUS.7.40_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Mackay""},{""gid_2"":""AUS.7.57_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Rockhampton""},{""gid_2"":""AUS.7.63_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Tablelands""},{""gid_2"":""AUS.7.67_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Townsville""}]",2009-03-18,2025-12-20
2009-0048-AUS,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,"Tropical storm ""Dominic""",AUS,Australia,Australia and New Zealand,Oceania,Queensland province,,Flood,No,No,Yes,,,Kph,-20.11,120.56,,2009,1,26,2009,2,20,,,400,,400,,,,,,,68.39164268,"[{""adm1_code"":473,""adm1_name"":""Queensland""}]","[{""gid_1"":""AUS.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Queensland""}]",2009-05-22,2025-12-20
2009-0067-AUS,No,nat-cli-wil-lan,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",GLIDE:WF-2009-000035,,AUS,Australia,Australia and New Zealand,Oceania,"Marysville, Kinglake, Taggerty cities (Murrindindi (S) district, Victoria province), Strathewen, St Andrews cities (Nillumbik (S) district, Victoria province), , Whittlesea city (Whittlesea district, Victoria province), Wandong city (Mitchell (S) district, Victoria province)",,Heat wave,No,No,No,,3100,Km2,,,,2009,2,2,2009,2,14,180,500,9454,,9954,,,770000,1125869,1300000,1900817,68.39164268,"[{""adm2_code"":5399,""adm2_name"":""Mitchell (S)""},{""adm2_code"":5409,""adm2_name"":""Nillumbik (S)""},{""adm2_code"":5427,""adm2_name"":""Whittlesea (C)""},{""adm2_code"":154648,""adm2_name"":""Murrindindi (S)""}]","[{""gid_2"":""AUS.10.47_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Mitchell""},{""gid_2"":""AUS.10.56_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Murrindindi""},{""gid_2"":""AUS.10.57_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Nillumbik""},{""gid_2"":""AUS.10.75_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Whittlesea""}]",2010-03-07,2025-12-20
2022-0183-AUS,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,AUS,Australia,Australia and New Zealand,Oceania,South-east Queensland (QLD); northern New South Wales (NSW),Heavy rains,,No,No,No,,,Km2,,,,2022,3,25,2022,3,31,4,12,6000,,6012,,,,,,,93.29460735,"[{""adm1_code"":470,""adm1_name"":""New South Wales""},{""adm1_code"":473,""adm1_name"":""Queensland""}]","[{""gid_1"":""AUS.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""New South Wales""},{""gid_1"":""AUS.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Queensland""}]",2022-03-31,2025-12-20
2010-0066-AUS,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,AUS,Australia,Australia and New Zealand,Oceania,"Bega Valley, Eurobodalla, Bombala, Cooma-Monaro, Snowy River, Mid-Western Regional districts (New South Wales province)",Heavy rains,,No,No,Yes,,311900,Km2,-32.42,149.59,,2010,2,13,2010,2,16,,,,,,,,,,,,69.51329329,"[{""adm2_code"":4952,""adm2_name"":""Bega Valley (A)""},{""adm2_code"":4961,""adm2_name"":""Bombala (A)""},{""adm2_code"":4997,""adm2_name"":""Eurobodalla (A)""},{""adm2_code"":5083,""adm2_name"":""Snowy River (A)""},{""adm2_code"":154622,""adm2_name"":""Cooma-Monaro (A)""},{""adm2_code"":154632,""adm2_name"":""Mid-Western Regional (A)""}]","[{""gid_2"":""AUS.5.119_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Snowy River""},{""gid_2"":""AUS.5.17_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Bombala""},{""gid_2"":""AUS.5.38_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Cooma-Monaro""},{""gid_2"":""AUS.5.46_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Eurobodalla""},{""gid_2"":""AUS.5.90_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Mid-Western Regional""},{""gid_2"":""AUS.5.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Bega Valley""}]",2011-01-10,2025-12-20
2010-0103-AUS,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,AUS,Australia,Australia and New Zealand,Oceania,"Charleville town (Murweh district, Queensland province), Roma town (Maranoa district, Queensland province), Thallon, Bollon, Dirranbandi towns (Balonne district, Queensland province), Brisbane district (Queensland province),",Heavy rains,,No,No,Yes,,431681,Km2,-26.21,147.95,,2010,2,28,2010,3,17,,,,,,,,48000,69052,109000,156805,69.51329329,"[{""adm2_code"":5133,""adm2_name"":""Balonne (S)""},{""adm2_code"":5221,""adm2_name"":""Murweh (S)""},{""adm2_code"":154654,""adm2_name"":""Brisbane (C)""},{""adm2_code"":154681,""adm2_name"":""Maranoa (R)""}]","[{""gid_2"":""AUS.7.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Balonne""},{""gid_2"":""AUS.7.42_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Maranoa""},{""gid_2"":""AUS.7.47_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Murweh""},{""gid_2"":""AUS.7.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Brisbane""}]",2011-03-17,2025-12-20
2010-0125-AUS,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,AUS,Australia,Australia and New Zealand,Oceania,"Joondalup, Mandurah, Perth districts (Western Australia province)",,Hail,No,No,Yes,,120,Kph,,,,2010,3,22,2010,3,22,,,,,,,,990000,1424188,1390000,1999618,69.51329329,"[{""adm2_code"":5492,""adm2_name"":""Joondalup (C)""},{""adm2_code"":5506,""adm2_name"":""Mandurah (C)""},{""adm2_code"":5533,""adm2_name"":""Perth (C)""}]","[{""gid_2"":""AUS.11.101_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Perth""},{""gid_2"":""AUS.11.59_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Joondalup""},{""gid_2"":""AUS.11.73_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Mandurah""}]",2011-03-16,2025-12-20
2011-0080-AUS,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,AUS,Australia,Australia and New Zealand,Oceania,"Fitzroy Crossing area (Derby-West Kimberley district, Western Australia province), Warmum area (Halls Creek district, Western Australia province)",,,No,No,No,,114051,Km2,-18.939,122.73,,2011,3,14,2011,3,18,,,217,,217,,,,,,,71.70772361,"[{""adm2_code"":5472,""adm2_name"":""Derby-West Kimberley (S)""},{""adm2_code"":5488,""adm2_name"":""Halls Creek (S)""}]","[{""gid_2"":""AUS.11.40_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Derby-West Kimberley""},{""gid_2"":""AUS.11.55_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Halls Creek""}]",2011-04-20,2025-12-20
2012-0029-AUS,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,AUS,Australia,Australia and New Zealand,Oceania,"New South Wales, Queensland provinces",Monsoonal rain,,No,No,No,,761154,Km2,-21.71,146.64,,2012,1,22,2012,3,7,2,,13000,,13000,,,140000,191279,225000,307412,73.19159161,"[{""adm1_code"":470,""adm1_name"":""New South Wales""},{""adm1_code"":473,""adm1_name"":""Queensland""}]","[{""gid_1"":""AUS.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""New South Wales""},{""gid_1"":""AUS.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Queensland""}]",2012-04-10,2025-12-20
